ID,Absolute_Magnitude,Est_Dia_In_Km_Min,Est_Dia_In_Km_Max,Close_Approach_Date,Relative_Velocity_Km_Per_Hr,Miss_Dist_Kilometers,Minimum_Orbit_Intersection,Jupiter_Tisserand_Invariant,Epoch_Osculation,Eccentricity,Semi_Major_Axis,Inclination,Asc_Node_Longitude,Orbital_Period,Perihelion_Distance,Perihelion_Arg,Aphelion_Dist,Perihelion_Time,Mean_Anomaly,Mean_Motion,Hazardous
154268 2002RM129,18.1,0.83,0.83,2031-01-29,46854.00702845244,0.1768,0.17724,4.36697937332784,2461000.5,0.465,1.511192,14.6,132.6511,678.5,0.808,357.5676,2.214,2460860.97466803,74.02485,0.5305821665438467,False
154269 2002SM,17.9,1.4,1.4,2030-04-10,37283.26776633252,0.05623,0.02256,3.795991587774282,2461000.5,0.486,1.871452,14.4,10.7741,935.1,0.961,217.5027,2.782,2460756.282479725,94.01841,0.3849855630413859,False
154275 2002SR41,20.1,0.26,0.6,2046-11-01,38169.61033516884,0.10448,0.03668,5.581108110943605,2461000.5,0.491,1.083652,11.6,247.7664,412.0,0.552,258.1973,1.615,2460875.4864615435,109.22611,0.8737864077669902,False
154276 2002SY50,17.7,1.06,1.06,2051-10-28,64527.90372435096,0.02525,0.00394,3.871915749669984,2461000.5,0.689,1.705279,8.7,34.0163,813.4,0.53,99.7076,2.88,2460762.8827847955,105.16927,0.4425866732235062,False
154278 2002TB9,16.6,1.3,2.8,2054-04-19,81198.14750691228,0.18773,0.18502,3.708267347506189,2461000.5,0.592,1.803979,29.8,196.2201,885.0,0.737,322.6729,2.871,2460732.0318611725,109.20683,0.4067796610169492,False
154300 2002UO,19.3,0.4,0.8,2074-03-30,50746.0739376834,0.19818,0.14164,5.1435839708962,2461000.5,0.473,1.209387,8.3,90.6578,485.8,0.638,184.2552,1.781,2461230.781269755,189.34673,0.7410456978180321,False
154302 2002UQ3,17.7,0.8,1.7,2048-04-20,78538.26165792948,0.19252,0.03808,3.859379315800396,2461000.5,0.562,1.719745,28.8,222.702,823.7,0.754,280.9711,2.685,2460896.9334929218,45.26133,0.4370523248755614,False
154330 2002VX94,18.2,0.6,1.4,2030-03-20,30200.16935817821,0.14346,0.0328,4.4888039665163015,2461000.5,0.409,1.476606,7.2,320.0581,655.4,0.873,215.223,2.08,2461267.9090125817,213.11302,0.549282880683552,False
154347 2002XK4,16.1,,,-,,,0.27014,3.63253676019358,2461000.5,0.692,1.850405,17.7,331.6275,919.4,0.57,24.9954,3.131,2460819.0394375343,71.05359,0.3915597128562106,
154453 2003CJ11,15.4,,,-,,,0.34459,2.739341813272417,2461000.5,0.835,2.583255,20.8,61.6994,1516.5,0.426,356.4214,4.741,2461717.637194799,189.7624,0.2373887240356083,
154555 2003HA,16.7,0.8,0.8,2047-05-02,107981.87705334576,0.15962,0.11694,5.015586539950256,2461000.5,0.58,1.184566,36.8,53.4768,470.9,0.497,277.1365,1.872,2460876.7488789144,94.60501,0.7644935230409854,False
154589 2003MX2,16.7,,,-,,,0.26271,3.442539607454541,2461000.5,0.459,2.289133,7.2,58.624,1265.0,1.238,300.6073,3.34,2460567.0431328365,123.35118,0.2845849802371542,
154590 2003MA3,21.7,0.086,0.086,2034-01-25,26489.61292048384,0.11902,0.01309,5.55232026737036,2461000.5,0.402,1.105202,1.4,152.6629,424.4,0.661,228.8751,1.55,2460957.6777215623,36.32552,0.8482563619227145,False
154631 2003WO25,18.2,,,-,60013.8790997886,,0.20385,4.258084748769656,2461000.5,0.491,1.557433,15.9,357.8325,709.9,0.792,176.0862,2.323,2460912.4839637675,44.63256,0.5071136779828145,
154652 2004EP20,18.9,,,-,64534.1987764548,,0.2357,5.689692033588791,2461000.5,0.451,1.058451,16.2,159.5669,397.7,0.582,191.3494,1.535,2461195.593720016,183.42021,0.9052049283379432,
154656 2004FE3,16.4,1.4,3.0,2099-08-24,67005.35139802824,0.19141,0.15291,3.188252944627818,2461000.5,0.647,2.31065,22.9,339.1034,1282.9,0.816,338.2248,3.805,2460961.089985552,11.05883,0.2806142333775041,False
154658 2004FA18,19.3,0.4,0.8,2050-05-13,46930.35185299224,0.15783,0.15298,5.517139568687688,2461000.5,0.455,1.096611,19.3,29.5753,419.4,0.598,318.6526,1.595,2461204.8615972204,184.60215,0.8583690987124464,False
154715 2004LB6,18.5,0.4,0.4,2041-08-24,35174.10298162428,0.12437,0.05818,4.184505326304697,2461000.5,0.491,1.618496,4.1,182.7485,752.1,0.824,190.6346,2.413,2460770.361753804,110.16035,0.4786597526924611,False
154807 2004PP97,18.6,0.3,0.3,2062-10-26,42021.37791337428,0.17241,0.14644,4.482992150206937,2461000.5,0.317,1.483922,15.5,15.0742,660.3,1.014,68.723,1.954,2461326.247772404,182.38943,0.5452067242162654,False
154988 2004XN35,18.4,0.61,0.61,2069-04-25,85105.74039959376,0.17515,0.15245,4.233473467484358,2461000.5,0.68,1.505702,9.8,132.9643,674.8,0.482,189.9928,2.53,2460716.913464564,151.27991,0.5334914048606995,False
154991 Vinciguerra,18.6,,,-,6440.77182269016,,0.19474,4.130660365467529,2461000.5,0.323,1.704858,5.6,245.4576,813.1,1.155,269.621,2.255,2460652.36590717,154.14109,0.4427499692534743,
154993 2005EA94,18.0,0.828,0.828,2048-02-17,89466.75160811712,0.15632,0.07487,4.225849127201706,2461000.5,0.664,1.516508,10.3,104.0551,682.1,0.51,309.0336,2.523,2460895.0742473565,55.63955,0.5277818501685969,False
155110 2005TB,17.5,0.6,0.6,2042-04-29,76415.69724210144,0.11885,0.11299,4.921554144429777,2461000.5,0.349,1.261368,30.4,226.1674,517.4,0.822,44.7819,1.701,2460830.0688228416,118.57433,0.6957866254348667,False
155140 2005UD,17.4,1.15,1.15,2041-10-03,128837.32491197195,0.09163,0.07666,4.507631207732087,2461000.5,0.872,1.274802,28.6,19.6502,525.7,0.163,207.6706,2.387,2460970.820324298,20.32353,0.6848012174243865,False
155334 2006DZ169,17.2,,,-,,,0.22356,3.691207785179594,2461000.5,0.409,2.034753,6.6,14.6169,1060.1,1.202,276.2726,2.867,2461427.5817556763,214.97352,0.3395906046599378,
155336 2006GA1,18.4,0.5,1.2,2036-08-14,120054.83077030176,0.10344,0.07226,3.3132277276043656,2461000.5,0.738,2.120603,4.2,64.3416,1127.9,0.557,355.3087,3.685,2460458.2209261125,173.07638,0.3191772320241156,False
155338 2006MZ1,20.5,0.21,0.5,2055-12-10,34464.19107789321,0.13045,0.01299,4.277002459475984,2461000.5,0.483,1.569388,2.1,226.5812,718.1,0.812,138.6886,2.327,2461156.668273828,281.71092,0.5013229355243002,False
155340 2006SK198,16.4,1.4,3.0,2033-06-14,25931.14132526892,0.14425,0.11094,3.5801303944475515,2461000.5,0.466,2.108354,9.2,260.5344,1118.2,1.126,352.554,3.091,2461520.8469367586,192.47426,0.3219459846181363,False
155341 2006SA218,18.3,,,-,,,0.28565,4.502936697967552,2461000.5,0.241,1.477523,18.5,144.3543,656.0,1.121,278.0438,1.834,2461265.370413944,214.6429,0.5487804878048781,
1566 Icarus,16.5,1.44,1.44,2043-06-13,97229.00196384624,0.05863,0.03351,5.299065529917145,2461000.5,0.827,1.078038,22.8,87.9524,408.8,0.186,31.4382,1.97,2460826.654941394,153.07893,0.8806262230919765,False
15745 Yuliya,17.4,,,-,,,0.29421,4.103135069296547,2461000.5,0.255,1.719526,14.4,132.5749,823.6,1.28,140.6326,2.159,2460773.5120244464,99.21878,0.4371053909664886,
1580 Betulia,14.4,,,-,100259.77501619208,,0.13249,3.065746580415079,2461000.5,0.488,2.194974,52.2,62.2248,1187.8,1.125,159.7171,3.265,2460735.6633288376,80.26718,0.3030813268226974,
15817 Lucianotesi,18.4,,,-,25639.24103473057,,0.24754,4.901623515447562,2461000.5,0.118,1.324503,13.9,162.4631,556.8,1.168,94.3181,1.481,2461188.0249989284,238.74954,0.646551724137931,
159399 1998UL1,16.6,1.24,1.24,2058-04-25,76787.20384782372,0.19802,0.19417,4.194509633148924,2461000.5,0.214,1.526968,42.0,214.8452,689.2,1.2,353.2613,1.854,2461118.780767347,298.21638,0.522344747533372,False
159402 1999AP10,16.5,1.2,1.2,2031-12-01,31680.835523478145,0.16877,0.07623,3.2865607544111377,2461000.5,0.572,2.379525,7.6,356.8203,1340.7,1.019,47.6432,3.74,2460499.671318331,134.48005,0.2685164466323562,False
159454 2000DJ8,18.1,,,-,,,0.246,4.4849918511822775,2461000.5,0.253,1.411154,37.7,139.5217,612.3,1.055,262.9637,1.768,2461232.913340858,223.35191,0.5879470847623715,
159459 2000KB,16.3,,,-,,,0.53125,2.6754735709526685,2461000.5,0.799,2.336598,56.2,185.3502,1304.6,0.47,185.3867,4.203,2460899.9715813985,27.74067,0.2759466503142725,
159467 2000QK25,18.4,,,-,,,0.31509,4.000802656898653,2461000.5,0.283,1.809389,6.1,138.7678,889.0,1.298,240.4534,2.321,2460739.135843301,105.84054,0.4049493813273341,
159495 2000UV16,17.5,,,-,,,0.20534,3.3894153260086908,2461000.5,0.482,2.349426,4.1,341.6683,1315.3,1.216,352.7143,3.483,2460946.11935929,14.88353,0.2737018170759522,
159504 2000WO67,16.9,2.39,2.39,2057-08-16,47172.88963550052,0.11727,0.04906,3.199472910158649,2461000.5,0.617,2.433377,9.7,107.5641,1386.5,0.932,237.809,3.935,2461451.5842678053,242.87556,0.2596465921384782,False
159518 2001FF7,18.0,,,-,,,0.33939,3.2423458469162334,2461000.5,0.445,2.104434,47.5,190.0792,1115.1,1.167,59.444,3.041,2460970.891599512,9.55905,0.3228410008071025,
159533 2001HH31,17.6,,,-,,,0.29115,4.197500367993927,2461000.5,0.289,1.654624,12.9,71.6073,777.4,1.177,275.9868,2.133,2460783.025969518,100.7077,0.463082068433239,
159555 2001SJ276,18.7,,,-,,,0.35013,4.141251592612414,2461000.5,0.23,1.630247,29.4,214.9291,760.3,1.255,123.4832,2.005,2461265.432796646,234.55313,0.4734973036959095,
159560 2001TO103,17.1,,,-,,,0.47247,3.408722297636539,2461000.5,0.435,2.214249,25.7,42.1367,1203.5,1.252,261.7797,3.177,2460441.564088352,167.19625,0.2991275446614042,
159608 2002AC2,16.6,,,-,,,0.10072,3.656410330404756,2461000.5,0.352,1.674432,58.9,102.6852,791.4,1.086,208.172,2.263,2460630.309009948,168.39475,0.4548900682335102,
159609 2002AQ3,17.1,,,-,,,0.31312,3.329978197376525,2461000.5,0.462,2.111643,40.0,124.202,1120.8,1.135,243.479,3.088,2461077.909490941,335.13617,0.3211991434689508,
159635 2002CZ46,18.2,,,-,,,0.26158,4.094696849778279,2461000.5,0.324,1.703339,16.2,173.3568,812.0,1.151,246.442,2.256,2461118.0007490134,307.90535,0.4433497536945813,
159677 2002HQ11,19.4,0.3,0.8,2054-11-10,100113.40965576709,0.1034,0.05618,3.7645031436923775,2461000.5,0.595,1.851158,6.1,153.157,919.9,0.75,322.4157,2.953,2460589.0142827653,161.02513,0.3913468855310359,False
159686 2002LB6,16.4,,,-,,,0.28323,3.661461226618357,2461000.5,0.688,1.803722,24.7,244.7252,884.8,0.563,141.0549,3.045,2461377.087703982,206.77993,0.406871609403255,
159699 2002PQ142,17.6,,,-,82258.37617351717,,0.21526,3.830020537982724,2461000.5,0.716,1.696896,16.8,151.2477,807.4,0.482,332.205,2.912,2460671.217377004,146.82157,0.4458756502353233,
159856 2004JW6,18.0,0.7,1.5,2061-08-19,26946.3289894875,0.19558,0.1373,3.5377050537956274,2461000.5,0.466,2.154143,9.8,143.8858,1154.8,1.151,174.5509,3.157,2461345.7174764434,252.38198,0.3117422930377554,False
159857 2004LJ1,15.4,3.07,3.07,2038-11-16,59048.3119985766,0.01983,0.01543,3.275265573153444,2461000.5,0.594,2.262412,23.2,235.5273,1243.0,0.92,140.0155,3.605,2460740.847743884,75.20362,0.2896218825422365,False
159923 2004YJ32,16.4,,,-,22003.85896040394,,0.21969,3.2386986988883506,2461000.5,0.525,2.521313,7.5,118.6946,1462.3,1.198,234.2327,3.845,2460406.595988205,146.21107,0.2461875128222663,
159928 2005CV69,18.0,,,-,56217.40617429504,,0.21841,4.051762921997197,2461000.5,0.419,1.654615,27.7,157.4229,777.4,0.961,95.6864,2.348,2461301.619726549,220.55662,0.463082068433239,
159929 2005UK,17.8,2.39,2.39,2033-05-04,105629.92496326116,0.12718,0.12553,3.3982384626848914,2461000.5,0.408,1.886724,54.4,222.5377,946.6,1.117,19.5911,2.656,2460901.067970147,37.81532,0.3803084724276357,False
16064 Davidharvey,16.8,,,-,20816.10666094633,,0.20349,3.018125206355222,2461000.5,0.589,2.85058,4.5,335.5263,1757.9,1.171,104.8103,4.53,2460385.936581425,125.85515,0.2047898060185448,
161989 Cacus,17.3,1.126,1.126,2028-03-07,63670.652589451325,0.14763,0.0144,5.450231849581972,2461000.5,0.214,1.122679,26.1,161.2035,434.5,0.883,102.1099,1.363,2461060.5859087,310.21561,0.8285385500575374,False
161995 1983LB,17.3,,,-,54361.321027596,,0.24587,3.327784087800365,2461000.5,0.478,2.287728,25.3,81.159,1263.9,1.193,220.7175,3.382,2460708.918361939,83.05344,0.284832660811773,
161998 1988PA,17.5,,,-,,,0.2774,3.586146650789819,2461000.5,0.406,2.146633,8.2,162.0553,1148.8,1.275,137.6353,3.019,2461152.988475697,312.2136,0.3133704735376044,
161999 1989RC,18.8,0.458,0.458,2077-08-06,25026.814562730407,0.13452,0.11557,3.3815484574279804,2461000.5,0.513,2.317626,7.4,140.0845,1288.7,1.13,181.5073,3.506,2460609.921525925,109.1057,0.2793512842399317,False
1620 Geographos,15.2,,,2026-08-12,42346.12110651396,0.17044,0.02936,5.074248615000726,2461000.5,0.336,1.245777,13.3,337.1408,507.9,0.828,277.0184,1.664,2461207.9954828746,212.92044,0.7088009450679268,False
162000 1990OS,19.6,0.32,0.32,2027-07-29,41424.35921137548,0.12898,0.00902,4.107667150181377,2461000.5,0.462,1.678435,1.1,346.4899,794.2,0.902,21.6234,2.454,2460866.013437994,60.95739,0.4532863258625031,False
162004 1991VE,18.3,0.6,1.3,2033-10-29,70725.1524087294,0.065,0.05754,6.455012633879168,2461000.5,0.665,0.890807,7.2,61.8457,307.1,0.299,193.6723,1.483,2461083.4476754805,262.76275,1.172256593943341,False
162011 Konnohmaru,16.6,,,-,48131.13033460224,,0.15444,3.01628722454293,2461000.5,0.597,2.834483,4.6,66.7238,1743.0,1.142,343.0094,4.527,2461509.788192428,254.81424,0.2065404475043029,
162015 1994TF2,19.3,,,-,60341.87264483016,,0.25474,6.004995747234926,2461000.5,0.284,0.993435,23.8,175.2176,361.7,0.711,349.7887,1.276,2460976.1690710094,24.21885,0.9952999723527786,
162038 1996DH,16.7,,,-,,,0.13374,4.292929757561675,2461000.5,0.277,1.586997,17.2,309.2597,730.2,1.148,351.6023,2.026,2460636.839760981,179.28185,0.4930156121610517,
162039 1996JG,18.9,0.4,1.0,2042-05-18,53329.2465502656,0.10685,0.01214,3.7678518658854543,2461000.5,0.66,1.802319,5.3,52.8237,883.8,0.612,280.2456,2.993,2460879.456543699,49.30578,0.4073319755600815,False
162058 1997AE12,17.9,0.85,0.85,2054-08-26,42820.05559475052,0.17924,0.08753,3.317332633826113,2461000.5,0.554,2.367085,4.9,304.7536,1330.2,1.055,60.9121,3.679,2460894.4033326013,28.71343,0.2706359945872801,False
162063 1997EH29,19.0,0.4,1.0,2049-01-31,71655.89792511564,0.17238,0.15097,4.988402958015869,2461000.5,0.666,1.214112,13.0,175.1,488.6,0.405,198.6698,2.023,2461114.2545256345,276.19214,0.7367990176013098,False
162080 1998DG16,19.9,0.94,0.94,2032-04-08,49239.41353433424,0.19278,0.18738,6.5480350617758205,2461000.5,0.358,0.896678,16.2,344.3205,310.1,0.576,356.8674,1.218,2460941.8366330964,68.09513,1.1609158336020635,False
162082 1998HL1,19.0,0.4,0.9,2051-10-25,43540.79095560636,0.04666,0.04131,5.078447445651589,2461000.5,0.187,1.246313,20.1,213.5247,508.2,1.013,148.668,1.479,2460786.551411532,151.55596,0.7083825265643447,False
162116 1998SA15,19.5,0.54,0.54,2052-02-01,86370.08649090875,0.05167,0.04731,3.714936872016183,2461000.5,0.559,1.915708,7.1,114.1733,968.5,0.846,331.4515,2.986,2460848.9284478286,56.34143,0.371708828084667,False
162117 1998SD15,19.1,0.3,0.3,2034-09-19,68181.15671325504,0.16275,0.1103,6.289354772386703,2461000.5,0.345,0.932611,26.8,183.9108,329.0,0.611,35.8783,1.254,2460849.945561361,164.75818,1.094224924012158,False
162120 1998SH36,20.6,0.2,0.5,2035-06-04,68703.02331585767,0.06432,0.01201,5.534224746958623,2461000.5,0.571,1.087779,2.1,217.811,414.4,0.467,278.8565,1.709,2461107.5403098697,267.0091,0.8687258687258688,False
162142 1998VR,18.8,0.4,0.4,2048-11-26,46588.86789368184,0.19259,0.15101,6.667461872549893,2461000.5,0.318,0.875296,21.8,46.3499,299.1,0.597,170.744,1.154,2461136.3739590934,196.46618,1.2036108324974923,False
162149 1998YQ11,17.4,,,-,,,0.22905,3.854427254972889,2461000.5,0.397,1.87433,11.9,256.5399,937.3,1.131,245.8064,2.618,2460567.466229752,166.32475,0.3840819374799957,
162157 1999CV8,19.9,0.28,0.6,2030-01-22,29622.136940735327,0.05749,0.05646,4.9140365820353615,2461000.5,0.352,1.296904,15.3,131.9629,539.5,0.841,279.3537,1.753,2460850.521825366,100.08527,0.6672845227062094,False
162161 1999DK3,17.5,,,-,82235.86464676139,,0.44671,3.2945179203735746,2461000.5,0.443,2.11566,43.1,149.6955,1124.0,1.179,103.0166,3.052,2461466.655077601,210.69784,0.3202846975088968,
162162 1999DB7,19.9,0.28,0.6,2044-03-24,67673.10526522812,0.13687,0.00129,5.243296260251613,2461000.5,0.195,1.205807,10.8,157.5803,483.6,0.971,29.9221,1.441,2460935.892576806,48.09158,0.7444168734491314,False
162168 1999GT6,17.3,0.9,2.1,2055-06-28,16686.30588954322,0.10888,0.1238,3.036528549907789,2461000.5,0.599,2.786682,4.0,203.1155,1699.1,1.118,82.0339,4.456,2461721.994973936,207.13566,0.2118768759931728,False
162173 Ryugu,19.5,0.96,0.96,2033-12-21,18468.81507035916,0.04745,0.00083,5.303898159113552,2461000.5,0.191,1.190921,5.9,251.2915,474.7,0.963,211.6168,1.418,2461118.306514159,270.65938,0.7583737097113967,False
162181 1999LF6,18.2,0.856,0.856,2081-10-12,37194.23611453824,0.13728,0.06391,4.6369293528068525,2461000.5,0.281,1.4096,18.9,208.4935,611.3,1.014,140.8751,1.805,2461208.952202984,237.23719,0.5889088827089809,False
162183 1999NB5,21.2,,,-,76200.715521729,,0.01304,3.57665859774526,2461000.5,0.535,2.07284,1.4,235.3102,1090.1,0.964,123.18,3.182,2461257.320944633,275.18243,0.3302449316576461,
162186 1999OP3,15.0,,,-,,,0.37314,2.933817993381864,2461000.5,0.611,2.708073,27.6,310.6563,1627.8,1.052,271.9175,4.364,2460997.53569456,0.6556,0.2211573903427939,
162195 1999RK45,19.4,0.39,0.39,2036-05-18,138243.18513680386,0.13611,0.08792,3.956117167815657,2461000.5,0.773,1.597906,5.9,119.9936,737.8,0.363,4.1714,2.833,2461094.926918969,313.92422,0.4879371103280022,False
162196 1999RL45,18.7,,,-,,,0.2406,3.8649911755632766,2461000.5,0.375,1.826266,22.4,171.9081,901.5,1.142,234.3165,2.511,2461433.0878571924,187.24431,0.3993344425956738,
162210 1999SM5,19.2,0.54,0.54,2041-04-30,58264.11222371244,0.13723,0.05316,3.208124694347048,2461000.5,0.697,2.304946,5.3,326.516,1278.2,0.697,320.5359,3.913,2461588.8928458574,194.27794,0.2816460647785949,False
162214 1999TC10,18.7,0.5,1.1,2084-11-08,58626.88176188916,0.15458,0.11878,3.262326236728896,2461000.5,0.586,2.323573,19.2,27.6705,1293.7,0.962,58.8016,3.685,2460579.4508598074,117.16622,0.2782716240241168,False
162215 1999TL12,19.2,,,-,,,0.25653,5.594388292078506,2461000.5,0.437,1.081605,17.3,202.3089,410.9,0.609,346.79,1.554,2461101.3121112986,271.66896,0.8761255779995133,
162269 1999VO6,17.0,1.01,1.01,2033-10-10,104462.8914040956,0.14738,0.07699,5.065596292649546,2461000.5,0.738,1.135403,40.1,206.8186,441.9,0.298,302.5344,1.973,2460829.807240648,139.05734,0.814663951120163,False
162273 1999VL12,17.3,,,-,,,0.24544,4.274936306670244,2461000.5,0.236,1.593581,20.2,234.3877,734.8,1.217,40.9344,1.97,2460797.166101709,99.62136,0.4899292324442025,
162361 2000AF6,20.2,0.24,0.5,2031-12-21,33634.79239296395,0.13609,0.0227,6.689035192921483,2461000.5,0.411,0.875816,2.7,109.8636,299.4,0.516,201.2754,1.236,2461042.2347568264,309.81407,1.2024048096192386,False
162385 2000BM19,18.6,0.5,1.1,2030-01-10,39885.01664406552,0.09707,0.08342,7.72608070059194,2461000.5,0.359,0.740572,6.9,70.2041,232.8,0.475,247.734,1.006,2461035.537399324,305.81428,1.5463917525773194,False
162416 2000EH26,21.5,0.141,0.141,2048-03-30,63189.99127206792,0.11817,0.00108,3.8552549771827342,2461000.5,0.478,1.85414,0.4,215.2568,922.2,0.968,19.2525,2.741,2460898.097474371,39.97613,0.3903708523096942,False
162421 2000ET70,18.2,,,2035-02-19,48886.64496315037,0.13306,0.02946,6.280448710704086,2461000.5,0.124,0.946642,22.3,331.1124,336.4,0.829,46.0651,1.064,2460907.47120604,99.55037,1.0701545778834722,False
162422 2000EV70,20.6,0.4,0.4,2047-08-16,33387.31963729616,0.11363,0.01189,5.127063741565269,2461000.5,0.531,1.207122,1.4,108.9155,484.4,0.566,314.5191,1.848,2460760.799450252,178.13376,0.7431874483897606,False
162433 2000FK10,19.3,0.45,0.45,2027-04-07,71465.64864186096,0.18695,0.06718,4.698601742556111,2461000.5,0.482,1.35898,13.9,41.6388,578.7,0.704,247.0403,2.014,2460975.525570654,15.53746,0.6220839813374806,False
162452 2000HO14,18.5,,,-,,,0.25061,3.473988058082572,2461000.5,0.446,2.263815,5.5,217.3637,1244.1,1.254,53.9523,3.274,2460445.1478991867,160.69824,0.2893658066071859,
162463 2000JH5,17.8,1.048,1.048,2048-12-03,50379.60247170012,0.13732,0.11059,5.386546234351963,2461000.5,0.238,1.145573,22.2,80.1712,447.9,0.873,353.5899,1.418,2460909.171183598,73.41381,0.8037508372404555,False
162470 2000KX43,19.3,,,-,108251.1913275558,,0.26841,5.305912142503115,2461000.5,0.553,1.112664,35.3,83.7352,428.7,0.497,31.7912,1.728,2461049.382474331,318.95023,0.8397480755773268,
162472 2000LL,19.3,0.4,0.8,2048-05-30,57067.55951707476,0.16976,0.16698,4.963578538251071,2461000.5,0.118,1.258723,31.9,245.6363,515.8,1.11,66.9018,1.408,2461049.095826328,326.08373,0.6979449398991858,False
162474 2000LB16,18.6,0.5,1.1,2029-06-16,98359.6672759698,0.17594,0.00435,4.77201914372471,2461000.5,0.357,1.24075,50.7,80.846,504.8,0.797,285.2494,1.684,2460876.1919993795,88.64962,0.7131537242472266,False
162483 2000PJ5,17.6,0.93,0.93,2027-07-27,92883.79256203656,0.18243,0.17444,6.438744796099456,2461000.5,0.374,0.872748,51.2,124.4089,297.8,0.547,7.6508,1.199,2460879.9481114545,145.72856,1.2088650100738751,False
162510 2000QW69,17.5,1.4,1.4,2037-03-12,82091.85890773716,0.16843,0.02367,4.5530518662588335,2461000.5,0.302,1.376177,38.1,344.3223,589.7,0.96,220.7184,1.792,2461040.4057343523,335.63714,0.6104799050364592,False
162566 2000RJ34,15.7,,,-,33563.4818698017,,0.16448,3.107398334558125,2461000.5,0.576,2.625457,14.3,329.835,1553.8,1.113,145.5581,4.138,2461380.947052204,271.85634,0.2316900501995109,
162567 2000RW37,20.0,0.33,0.33,2047-02-23,35402.12849399382,0.03006,0.00693,5.093148853481408,2461000.5,0.25,1.247348,13.7,333.2813,508.8,0.935,133.316,1.559,2461092.11963959,295.17968,0.7075471698113207,False
162581 2000SA10,18.6,,,-,,,0.21183,4.140212664945808,2461000.5,0.352,1.667343,15.9,200.3081,786.4,1.081,248.2159,2.254,2461343.90181428,202.79398,0.4577822990844354,
162635 2000SS164,16.6,,,-,,,0.28231,3.217395027339701,2461000.5,0.516,2.570016,7.9,153.3935,1504.9,1.245,312.2435,3.895,2461005.8919213777,358.71014,0.239218552727756,
162679 2000TK1,18.0,,,-,,,0.41097,5.026073936412463,2461000.5,0.572,1.199476,29.2,13.0047,479.8,0.514,167.3974,1.885,2461120.505746171,269.96351,0.7503126302626094,
162687 2000UH1,18.7,0.5,1.1,2096-01-03,43781.199098851794,0.17398,0.03437,3.749126910917138,2461000.5,0.544,1.875198,14.8,76.122,937.9,0.855,40.9896,2.895,2461296.985364216,246.20148,0.3838362298752532,False
162694 2000UH11,19.7,,,-,,,0.22413,6.607231588695663,2461000.5,0.422,0.870264,32.2,29.7726,296.5,0.503,187.4243,1.238,2460894.105142282,129.16607,1.2141652613827991,
162695 2000UL11,19.9,0.28,0.6,2035-01-15,98189.57447047152,0.19841,0.02318,3.4361962500683085,2461000.5,0.636,2.123111,2.2,333.1805,1129.9,0.774,152.1267,3.473,2460956.584412008,13.99158,0.318612266572263,False
162698 2000UN30,18.4,,,-,62666.05113841932,,0.33655,3.4977756190739533,2461000.5,0.487,2.119875,20.7,66.2082,1127.4,1.087,271.8765,3.153,2460792.218967929,66.51023,0.3193187865886109,
1627 Ivar,13.2,9.01,9.01,2046-08-06,23579.533204371288,0.17748,0.10923,3.879519279788075,2461000.5,0.397,1.863058,8.5,133.0746,928.8,1.123,167.8396,2.603,2461125.735174285,311.46101,0.3875968992248062,False
162723 2000VM2,17.7,0.8,1.7,2045-11-29,59914.21798421712,0.1187,0.10944,3.7816883851881538,2461000.5,0.682,1.774344,6.4,329.7841,863.3,0.565,187.3813,2.984,2460593.980561757,169.52304,0.4170045175489401,False
162740 2000WF6,18.4,,,-,76766.08515969852,,0.25889,3.0373157453385327,2461000.5,0.503,2.458702,39.2,264.3214,1408.2,1.221,159.1459,3.696,2460340.586639446,168.70661,0.2556455048998721,
162741 2000WG6,17.5,,,-,25562.87452240945,,0.19005,3.376736030027212,2461000.5,0.499,2.318833,11.8,60.7236,1289.7,1.161,330.1421,3.477,2460887.870835429,31.43771,0.2791346824842987,
162781 2000XL44,18.0,,,-,19571.33680769369,,0.29428,3.503032365390116,2461000.5,0.426,2.2263,10.0,331.9709,1213.3,1.278,163.8718,3.175,2460429.7848948464,169.33543,0.2967114481167065,
162783 2000YJ11,20.8,0.18,0.4,2113-10-09,31819.76414745628,0.18815,0.03002,4.930817404456789,2461000.5,0.232,1.313716,7.3,64.9145,550.0,1.009,339.1477,1.619,2461200.813712193,228.88199,0.6545454545454545,False
162825 2001BO61,18.1,0.7,1.5,2048-08-31,62365.238659546914,0.14674,0.01636,3.7051953765984456,2461000.5,0.744,1.773105,9.1,159.5076,862.4,0.453,79.1715,3.093,2460651.276859714,145.78244,0.4174397031539889,False
162854 2001DE47,19.1,,,-,39247.85189618064,,0.21235,4.862857504347215,2461000.5,0.149,1.322876,21.3,122.4045,555.7,1.125,297.7729,1.52,2460755.910262644,158.43955,0.6478315637934137,
162873 2001FB7,19.1,,,-,35075.80008607896,,0.28657,4.685759590609404,2461000.5,0.086,1.400573,20.2,357.871,605.4,1.28,198.7447,1.522,2461090.277307278,306.61588,0.5946481665014867,
162882 2001FD58,18.8,0.5,1.1,2026-02-14,82227.83751361081,0.04344,0.03254,5.509020219014762,2461000.5,0.575,1.092321,6.5,341.1425,417.0,0.464,46.0245,1.721,2461030.847665369,333.79986,0.8633093525179856,False
162900 2001HG31,16.0,,,-,16236.3528386064,,0.23787,3.2010239962672404,2461000.5,0.536,2.57625,6.2,36.4953,1510.4,1.196,67.4307,3.956,2460909.904313295,21.59383,0.2383474576271186,
